_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,house_types,house_types:confidence,residential_yes,residential_yes:confidence,sidewalk_ok,sidewalk_ok:confidence,aadress,house_types_gold,lat,long,residential_yes_gold,sidewalk_ok_gold,url,low_confidence_residential
752055161,True,golden,28,,,,no,0.8388,,,Penguins,,77.554497,166.163622,"no
not_avail",," https://www.google.com/maps/place/Cape+Royds+Ad%C3%A9lie+Penguin+Rookery/@-77.554275,166.161648,3a,75y,291.91h,90t/data=!3m7!1e1!3m5!1sdyBPutj3E_cbYPibZMvE-Q!2e0!3e2!7i13312!8i6656!4m2!3m1!1s0x0:0x126c9862cc53487a!6m1!1e1?hl=en-US",False
752055162,True,golden,24,,private_house,1.0,yes,1.0,yes,1.0,"2345 Southwest Roxbury Avenue, Portland, OR 97225, USA ",private_house,45.503084,-122.788185,yes,yes,"http://maps.google.com/maps?cbll=45.503084,-122.788185&layer=c",False
752055163,True,golden,38,,,,not_avail,1.0,,,"11650 Southwest Riverwood Road, Portland, OR 97219, USA ",,45.440947,-122.648567,not_avail,,"http://maps.google.com/maps?cbll=45.440947,-122.648567&layer=c",False
752055164,True,golden,31,,private_house,1.0,yes,1.0,yes,0.9224,"10505 Southwest Clydesdale Place, Tigard, OR 97223, USA ",private_house,45.432026,-122.784792,yes,yes,"http://maps.google.com/maps?cbll=45.432026,-122.784792&layer=c",False
752055165,True,golden,32,,private_house,1.0,yes,1.0,yes,1.0,"5037 Northeast 33rd Avenue, Portland, OR 97211, USA ",private_house,45.5596379,-122.630976,yes,yes,"http://maps.google.com/maps?cbll=45.5596379,-122.630976&layer=c",False
752055166,True,golden,19,,private_house,1.0,yes,1.0,yes,0.9007,"2214 North Wygant Street, Portland, OR 97217, USA ",private_house,45.557412,-122.690338,yes,"yes
Not sure, mixed","http://maps.google.com/maps?cbll=45.557412,-122.690338&layer=c",False
752055167,True,golden,31,,,,no,0.9629,,,"7715 Southwest Nyberg Street, Tualatin, OR 97062, USA ",,45.3830787,-122.7568875,"no
not_avail",,"http://maps.google.com/maps?cbll=45.3830787,-122.7568875&layer=c",False
752055168,True,golden,30,,private_house,1.0,yes,1.0,no,0.7674,"1621 Southeast 87th Avenue, Portland, OR 97216, USA ",private_house,45.5112049,-122.574414,yes,no,"http://maps.google.com/maps?cbll=45.5112049,-122.574414&layer=c",False
752055169,True,golden,28,,private_house,1.0,yes,1.0,no,0.8834,"321 5th Street, Lake Oswego, OR 97034, USA ",private_house,45.418923,-122.669066,yes,no,"http://maps.google.com/maps?cbll=45.418923,-122.669066&layer=c",False
752055170,True,golden,30,,private_house,1.0,yes,1.0,yes,1.0,"8520 North Bayard Avenue, Portland, OR 97217, USA ",private_house,45.5849115,-122.700169,yes,yes,"http://maps.google.com/maps?cbll=45.5849115,-122.700169&layer=c",False
752055171,True,golden,24,,,,not_avail,0.9622,,,"1620 Southwest Walters Drive, Gresham, OR 97080, USA ",,45.484963,-122.440431,not_avail,,"http://maps.google.com/maps?cbll=45.484963,-122.440431&layer=c",False
752055172,True,golden,26,,,0.0,not_avail,0.961,,0.0,"3415 Southeast 115th Avenue, Portland, OR 97266, USA ",,45.497506,-122.546122,not_avail,,"http://maps.google.com/maps?cbll=45.497506,-122.546122&layer=c",False
752055173,True,golden,34,,private_house,1.0,yes,1.0,yes,0.927,"10735 Southwest Wakefield Street, Portland, OR 97225, USA ",private_house,45.505646,-122.787249,yes,yes,"http://maps.google.com/maps?cbll=45.505646,-122.787249&layer=c",False
752055174,True,golden,24,,private_house,0.9598,yes,0.9598,yes,0.9598,"8659 Southeast Foster Road, Portland, OR 97266, USA ",private_house,45.481511,-122.57345,yes,yes,"http://maps.google.com/maps?cbll=45.481511,-122.57345&layer=c",False
752055175,True,golden,27,,,,not_avail,1.0,,,"228 Southeast 160th Avenue, Portland, OR 97233, USA ",,45.5209468,-122.498258,not_avail,,"http://maps.google.com/maps?cbll=45.5209468,-122.498258&layer=c",False
752055176,True,golden,32,,private_house,1.0,yes,1.0,yes,1.0,"2121 Southeast Kelly Avenue, Gresham, OR 97080, USA ",private_house,45.481929,-122.42604,yes,,"http://maps.google.com/maps?cbll=45.481929,-122.42604&layer=c",False
752055177,True,golden,26,,private_house,0.9627,yes,0.9627,yes,0.9627,"2124 Northeast 41st Avenue, Portland, OR 97212, USA ",private_house,45.538206,-122.620627,yes,yes,"http://maps.google.com/maps?cbll=45.538206,-122.620627&layer=c",False
752055178,True,golden,27,,private_house,1.0,yes,1.0,yes,0.9193,"3639 Southeast 49th Avenue, Portland, OR 97206, USA ",private_house,45.496197,-122.612921,yes,,"http://maps.google.com/maps?cbll=45.496197,-122.612921&layer=c",False
752055179,True,golden,17,,private_house,0.948,yes,0.948,no,0.8932,"18311 Northeast Glisan Street, Portland, OR 97230, USA ",private_house,45.5266779,-122.474598,yes,"no
Not sure, mixed","http://maps.google.com/maps?cbll=45.5266779,-122.474598&layer=c",False
752055180,True,golden,24,,,,no,0.9595,,,"13711 Fielding Road, Lake Oswego, OR 97034, USA ",,45.426044,-122.6587,no,,"http://maps.google.com/maps?cbll=45.426044,-122.6587&layer=c",False
752055181,True,golden,27,,,,not_avail,1.0,,,"3148 Southeast Lake Road, Milwaukie, OR 97222, USA ",,45.436621,-122.632293,not_avail,,"http://maps.google.com/maps?cbll=45.436621,-122.632293&layer=c",False
752055182,True,golden,27,,private_house,0.9612,yes,0.9612,yes,0.9612,"3731 Southeast Flavel Street, Portland, OR 97202, USA ",private_house,45.469337,-122.623651,yes,yes,"http://maps.google.com/maps?cbll=45.469337,-122.623651&layer=c",False
752055183,True,golden,23,,,,not_avail,1.0,,,"5900 Southwest Prosperity Park Road, Tualatin, OR 97062, USA ",,45.367782,-122.736988,not_avail,,"http://maps.google.com/maps?cbll=45.367782,-122.736988&layer=c",False
752055184,True,golden,30,,,,not_avail,0.9638,,,"2418 Gallagher Road, Dover, FL 33527, USA",,27.980981,-82.236686,not_avail,,"http://maps.google.com/maps?cbll=27.980981,-82.236686&layer=c",False
752055185,True,golden,39,,,,not_avail,1.0,,,"2752 Northwest Crystal Lake Drive, Jensen Beach, FL 34957, USA",,27.238715,-80.280412,not_avail,,"http://maps.google.com/maps?cbll=27.238715,-80.280412&layer=c",False
752055186,True,golden,20,,private_house,1.0,yes,1.0,no,0.9049,"2521 West Diana Street, Tampa, FL 33614, USA",private_house,28.006868,-82.486988,yes,,"http://maps.google.com/maps?cbll=28.006868,-82.486988&layer=c",False
752055187,True,golden,18,,private_house,0.8401,yes,0.8935,no,0.8401,"1712 Fairway Avenue South, Saint Petersburg, FL 33712, USA",private_house,27.725744,-82.65692,yes,no,"http://maps.google.com/maps?cbll=27.725744,-82.656920&layer=c",False
752055188,True,golden,33,,private_house,1.0,yes,1.0,yes,1.0,"13201 Southwest 17th Court, Miramar, FL 33027, USA",private_house,25.992766,-80.322621,yes,yes,"http://maps.google.com/maps?cbll=25.992766,-80.322621&layer=c",False
752055189,True,golden,23,,,,not_avail,1.0,,,"3020 Rocky Point Road, Malabar, FL 32950, USA",,27.972931,-80.546048,not_avail,,"http://maps.google.com/maps?cbll=27.972931,-80.546048&layer=c",False
752055190,True,golden,27,,,,not_avail,1.0,,,"250 South Smokey Mountain Road, Seffner, FL 33584, USA",,27.9936,-82.255553,not_avail,,"http://maps.google.com/maps?cbll=27.993600,-82.255553&layer=c",False
752055191,True,golden,31,,,,not_avail,1.0,,,"18530 Southeast Giese Road, Gresham, OR 97080, USA",,45.47175,-122.471895,not_avail,,"http://maps.google.com/maps?cbll=45.471750,-122.471895&layer=c",False
752055192,True,golden,30,,,,not_avail,1.0,,,"590 Southwest Brookwood Avenue, Hillsboro, OR 97123, USA",,45.515796,-122.934329,not_avail,,"http://maps.google.com/maps?cbll=45.515796,-122.934329&layer=c",False
752055193,True,golden,26,,,,not_avail,1.0,,,"526 Valley River Center, Eugene, OR 97401, USA",,44.0685566,-123.1069425,not_avail,,"http://maps.google.com/maps?cbll=44.068557,-123.106943&layer=c",False
752055194,True,golden,21,,,0.0,no,0.8623,,0.0,"461 I-205 Multi Use Path, Portland, OR 97266, USA",,45.4972766,-122.5671725,no,,"http://maps.google.com/maps?cbll=45.497277,-122.567172&layer=c",False
752055195,True,golden,29,,,,not_avail,1.0,,,"2706 Viola Lane, Valrico, FL 33594, USA",,27.948372,-82.2398599,not_avail,,"http://maps.google.com/maps?cbll=27.948372,-82.239860&layer=c",False
752055196,True,golden,32,,private_house,1.0,yes,1.0,yes,0.9637,"8790 Southwest Reiling Street, Tigard, OR 97224, USA",private_house,45.411288,-122.76592,yes,yes,"http://maps.google.com/maps?cbll=45.411288,-122.765920&layer=c",False
752055197,True,golden,24,,private_house,0.9218,yes,0.9218,yes,0.9218,"3511 Pine Top Drive, Valrico, FL 33594, USA",private_house,27.95012,-82.226149,yes,yes,"http://maps.google.com/maps?cbll=27.950120,-82.226149&layer=c",False
752055198,True,golden,27,,private_house,0.8413,yes,0.8413,no,0.8413,"245 Gloucestershire Road, Winston-Salem, NC 27104, USA",,36.0950879,-80.325255,,,"http://maps.google.com/maps?cbll=36.095088,-80.325255&layer=c",False
752055199,True,golden,35,,,0.0,no,0.9632,,0.0,"2401 East Lake Street, Minneapolis, MN 55406, USA",,44.9479713,-93.2366186,no,,"http://maps.google.com/maps?cbll=44.947971,-93.236619&layer=c",False
752055200,True,golden,18,,private_house,1.0,yes,1.0,no,0.9455,"5012 Red Tail Run, Buffalo, NY 14221, USA",private_house,42.982936,-78.68519,yes,no,"http://maps.google.com/maps?cbll=42.982936,-78.685190&layer=c",False
752055201,True,golden,26,,private_house,0.9648,yes,0.9648,yes,0.9648,"3749 East Hopi Avenue, Mesa, AZ 85206, USA",private_house,33.387686,-111.750658,yes,yes,"http://maps.google.com/maps?cbll=33.387686,-111.750658&layer=c",False
752055202,True,golden,27,,,,no,0.9614,,,"3942 300 West, Murray, UT 84107, USA",,40.685811,-111.902022,"no
not_avail",,"http://maps.google.com/maps?cbll=40.685811,-111.902022&layer=c",False
752055203,True,golden,27,,private_house,1.0,yes,1.0,yes,1.0,"436 Loma Vista Street, El Segundo, CA 90245, USA",private_house,33.9220023,-118.4215179,yes,yes,"http://maps.google.com/maps?cbll=33.922002,-118.421518&layer=c",False
752055204,True,golden,28,,private_house,0.9628,yes,0.9628,yes,0.9628,"2229 Morning Vista Drive, Memphis, TN 38134, USA",private_house,35.186273,-89.840476,yes,yes,"http://maps.google.com/maps?cbll=35.186273,-89.840476&layer=c",False
752055205,True,golden,27,,,,not_avail,1.0,,,"11039 Stonebridge Drive, El Paso, TX 79934, USA",,31.933075,-106.394447,not_avail,,"http://maps.google.com/maps?cbll=31.933075,-106.394447&layer=c",False
752055206,True,golden,23,,,,not_avail,1.0,,,"6505 Ridge Road, Parma, OH 44129, USA",,41.3870967,-81.7334024,not_avail,,"http://maps.google.com/maps?cbll=41.387097,-81.733402&layer=c",False
752055207,True,golden,32,,,0.0,not_avail,0.9663,,0.0,"9 Endo Boulevard, Garden City, NY 11530, USA",,40.73292,-73.586285,not_avail,,"http://maps.google.com/maps?cbll=40.732920,-73.586285&layer=c",False
752055208,True,golden,30,,private_house,1.0,yes,1.0,yes,0.9606,"270 Reist Street, Buffalo, NY 14221, USA",private_house,42.9684529,-78.7535259,yes,yes,"http://maps.google.com/maps?cbll=42.968453,-78.753526&layer=c",False
752055209,True,golden,32,,,,not_avail,1.0,,,"4105 West 127th Street, Alsip, IL 60803, USA",,41.6613707,-87.7224827,not_avail,,"http://maps.google.com/maps?cbll=41.661371,-87.722483&layer=c",False
752055210,True,golden,27,,private_house,1.0,yes,1.0,yes,1.0,"7330 Yardley Way, Tampa, FL 33647, USA",private_house,28.093298,-82.358771,yes,yes,"http://maps.google.com/maps?cbll=28.093298,-82.358771&layer=c",False
752055211,True,golden,25,,private_house,1.0,yes,1.0,yes,1.0,"18603 East Linvale Place, Aurora, CO 80013, USA",private_house,39.666901,-104.7719154,yes,yes,"http://maps.google.com/maps?cbll=39.666901,-104.771915&layer=c",False
752055212,True,golden,29,,private_house,1.0,yes,1.0,yes,1.0,"5364 East Forge Avenue, Mesa, AZ 85206, USA",private_house,33.396257,-111.714939,yes,yes,"http://maps.google.com/maps?cbll=33.396257,-111.714939&layer=c",False
752055213,True,golden,29,,private_house,1.0,yes,1.0,yes,1.0,"437 Ridgewood Avenue, Glen Ridge, NJ 07028, USA",private_house,40.815449,-74.198831,yes,yes,"http://maps.google.com/maps?cbll=40.815449,-74.198831&layer=c",False
752055214,True,golden,30,,,,not_avail,1.0,,,"10780 North Calle Floreada, Tucson, AZ 85736, USA",,32.053812,-111.234127,not_avail,,"http://maps.google.com/maps?cbll=32.053812,-111.234127&layer=c",False
752055215,True,golden,24,,private_house,1.0,yes,1.0,yes,1.0,"2830 Colony Drive, Sugar Land, TX 77479, USA",private_house,29.583418,-95.609426,yes,yes,"http://maps.google.com/maps?cbll=29.583418,-95.609426&layer=c",False
752055216,True,golden,23,,private_house,1.0,yes,1.0,yes,0.9636,"5734 North 34th Street, Omaha, NE 68111, USA",private_house,41.31122,-95.964165,yes,,"http://maps.google.com/maps?cbll=41.311220,-95.964165&layer=c",False
752055217,True,golden,28,,,0.0,no,0.961,,0.0,"2011 Garfield Avenue, Commerce, CA 90040, USA",,34.0054697,-118.1315784,no,,"http://maps.google.com/maps?cbll=34.005470,-118.131578&layer=c",False
752055218,True,golden,24,,,,not_avail,0.9583,,,"6315 Varney Drive, San Diego, CA 92114, USA",,32.695672,-117.061361,not_avail,,"http://maps.google.com/maps?cbll=32.695672,-117.061361&layer=c",False
752055219,True,golden,26,,,,not_avail,1.0,,,"450 East Irvington Road, Tucson, AZ 85714, USA",,32.1613169,-110.962619,not_avail,,"http://maps.google.com/maps?cbll=32.161317,-110.962619&layer=c",False
752055220,True,golden,24,,private_house,1.0,yes,1.0,yes,1.0,"2251 South 800 East, Salt Lake City, UT 84106, USA",private_house,40.721911,-111.867849,yes,yes,"http://maps.google.com/maps?cbll=40.721911,-111.867849&layer=c",False
752055221,True,golden,24,,,,not_avail,1.0,,,"1926 King Road, Toledo, OH 43617, USA",,41.655897,-83.720556,not_avail,,"http://maps.google.com/maps?cbll=41.655897,-83.720556&layer=c",False
752055222,True,golden,29,,,,not_avail,1.0,,,"24625 North 115th Avenue, Sun City, AZ 85373, USA",,33.707547,-112.307583,not_avail,,"http://maps.google.com/maps?cbll=33.707547,-112.307583&layer=c",False
752055223,True,golden,31,,private_house,0.9663,yes,0.9663,no,0.9663,"4770 Helenwood Drive, Buffalo, NY 14221, USA",private_house,42.97729,-78.687826,yes,no,"http://maps.google.com/maps?cbll=42.977290,-78.687826&layer=c",False
752055224,True,golden,30,,private_house,0.8826,yes,0.92,yes,0.8385,"993 Grant Street, Buffalo, NY 14207, USA","private_house
apartment_blocks",42.939404,-78.890213,yes,,"http://maps.google.com/maps?cbll=42.939404,-78.890213&layer=c",False
752055225,True,golden,25,,,,not_avail,1.0,,,"Rod and Gun Club Trail, Denver, CO 80239, USA",,39.80913785,-104.8424165,not_avail,,"http://maps.google.com/maps?cbll=39.809138,-104.842417&layer=c",False
752055226,True,golden,29,,private_house,1.0,yes,1.0,no,0.8838,"2648 33rd Street, Springfield, OR 97477, USA",private_house,44.07383146,-122.9791423,yes,,"http://maps.google.com/maps?cbll=44.073831,-122.979142&layer=c",False
752055227,True,golden,25,,,,no,1.0,,,"248 Germania Avenue, Murray, UT 84107, USA",,40.66181246,-111.8967864,"no
not_avail",,"http://maps.google.com/maps?cbll=40.661812,-111.896786&layer=c",False
752055228,True,golden,28,,,,not_avail,1.0,,,"2650 21st Avenue, Sacramento, CA 95820, USA",,38.53314748,-121.4796215,not_avail,,"http://maps.google.com/maps?cbll=38.533147,-121.479621&layer=c",False
752055229,True,golden,16,,,,not_avail,1.0,,,"6200 Franklin Boulevard, Sacramento, CA 95824, USA",,38.51409865,-121.4714076,not_avail,,"http://maps.google.com/maps?cbll=38.514099,-121.471408&layer=c",False
752055230,True,golden,29,,private_house,1.0,yes,1.0,yes,1.0,"29829 Newport Drive, Warren, MI 48088, USA",private_house,42.51326432,-82.99589473,yes,yes,"http://maps.google.com/maps?cbll=42.513264,-82.995895&layer=c",False
752055231,True,golden,22,,,,not_avail,1.0,,,"7441 Lincoln Way, Garden Grove, CA 92841, USA",,33.79880832,-118.0022953,not_avail,,"http://maps.google.com/maps?cbll=33.798808,-118.002295&layer=c",False
752055232,False,finalized,1,7/9/15 6:32,private_house,1.0,yes,1.0,yes,1.0,"28913 Edgewood Drive, Willowick, OH 44095, USA",,41.62641372,-81.47927175,,,"http://maps.google.com/maps?cbll=41.626414,-81.479272&layer=c",False
752055233,False,finalized,1,7/9/15 6:50,private_house,1.0,yes,1.0,yes,1.0,"47040 West Wayford, Shelby charter Township, MI 48315, USA",,42.64164199,-82.98952362,,,"http://maps.google.com/maps?cbll=42.641642,-82.989524&layer=c",False
752055234,False,finalized,1,7/9/15 6:50,private_house,1.0,yes,1.0,no,1.0,"45544 Remer Court, Utica, MI 48317, USA",,42.63105711,-83.02227843,,,"http://maps.google.com/maps?cbll=42.631057,-83.022278&layer=c",False
752055235,False,finalized,1,7/9/15 6:55,,,not_avail,1.0,,,"46942 Houghton Drive, Shelby charter Township, MI 48315, USA",,42.64061632,-82.99851595,,,"http://maps.google.com/maps?cbll=42.640616,-82.998516&layer=c",False
752055236,False,finalized,1,7/9/15 6:51,private_house,1.0,yes,1.0,yes,1.0,"14225 Thames Drive, Shelby charter Township, MI 48315, USA",,42.63999429,-82.98496152,,,"http://maps.google.com/maps?cbll=42.639994,-82.984962&layer=c",False
752055237,False,finalized,1,7/9/15 6:38,private_house,1.0,yes,1.0,yes,1.0,"15986 Haverhill Drive, Macomb, MI 48044, USA",,42.64858333,-82.96545337,,,"http://maps.google.com/maps?cbll=42.648583,-82.965453&layer=c",False
752055238,False,finalized,1,7/9/15 6:59,private_house,1.0,yes,1.0,yes,1.0,"48595 Hunter Drive, Macomb, MI 48044, USA",,42.65434112,-82.9490856,,,"http://maps.google.com/maps?cbll=42.654341,-82.949086&layer=c",False
752055239,False,finalized,1,7/9/15 6:55,private_house,1.0,yes,1.0,yes,1.0,"47943 Lamplighter Trail, Macomb, MI 48044, USA",,42.64992757,-82.93071924,,,"http://maps.google.com/maps?cbll=42.649928,-82.930719&layer=c",False
752055240,False,finalized,1,7/9/15 6:42,private_house,1.0,yes,1.0,yes,1.0,"4816 West Cheryl Drive, Glendale, AZ 85302, USA",,33.57920947,-112.162725,,,"http://maps.google.com/maps?cbll=33.579209,-112.162725&layer=c",False
752055241,False,finalized,1,7/9/15 6:49,private_house,1.0,yes,1.0,yes,1.0,"4428 West Turquoise Avenue, Glendale, AZ 85302, USA",,33.57566712,-112.1542944,,,"http://maps.google.com/maps?cbll=33.575667,-112.154294&layer=c",False
752055242,False,finalized,1,7/9/15 6:51,private_house,1.0,yes,1.0,yes,1.0,"8301-8303 West Villard Avenue, Milwaukee, WI 53218, USA",,43.11204836,-88.01494937,,,"http://maps.google.com/maps?cbll=43.112048,-88.014949&layer=c",False
752055243,False,finalized,1,7/9/15 6:54,private_house,1.0,yes,1.0,yes,1.0,"8245 West Lancaster Avenue, Milwaukee, WI 53218, USA",,43.11040927,-88.01442332,,,"http://maps.google.com/maps?cbll=43.110409,-88.014423&layer=c",False
752055244,False,finalized,1,7/9/15 6:47,,,no,1.0,,,"11400-11548 North 31st Avenue, Phoenix, AZ 85029, USA",,33.59123543,-112.1254042,,,"http://maps.google.com/maps?cbll=33.591235,-112.125404&layer=c",False
752055245,False,finalized,1,7/9/15 6:56,,,not_avail,1.0,,,"3102 West Cholla Street, Phoenix, AZ 85029, USA",,33.59060361,-112.1279664,,,"http://maps.google.com/maps?cbll=33.590604,-112.127966&layer=c",False
